,序号,代码,名称
1004,,sh600976,健民集团
1005,,sh600977,中国电影
1006,,sh600979,广安爱众
1007,,sh600980,北矿科技
1008,,sh600981,汇鸿集团
1009,,sh600982,宁波能源
1010,,sh600983,惠而浦
1011,,sh600984,建设机械
1012,,sh600985,淮北矿业
1013,,sh600986,浙文互联
1014,,sh600987,航民股份
1015,,sh600988,赤峰黄金
1016,,sh600989,宝丰能源
1017,,sh600990,四创电子
1018,,sh600992,贵绳股份
1019,,sh600993,马应龙
1020,,sh600995,南网储能
1021,,sh600996,贵广网络
1022,,sh600997,开滦股份
1023,,sh600998,九州通
1024,,sh600999,招商证券
1025,,sh601000,唐山港
1026,,sh601001,晋控煤业
1027,,sh601002,晋亿实业
1028,,sh601003,柳钢股份
1029,,sh601005,重庆钢铁
1030,,sh601006,大秦铁路
1031,,sh601007,金陵饭店
1032,,sh601008,连云港
1033,,sh601009,XD南京银
1034,,sh601010,文峰股份
1035,,sh601011,宝泰隆
1036,,sh601012,隆基绿能
1037,,sh601015,陕西黑猫
1038,,sh601016,节能风电
1039,,sh601018,宁波港
1040,,sh601019,XD山东出
1041,,sh601020,华钰矿业
1042,,sh601021,春秋航空
1043,,sh601022,宁波远洋
1044,,sh601028,玉龙股份
1045,,sh601033,永兴股份
1046,,sh601038,XD一拖股
1047,,sh601058,赛轮轮胎
1048,,sh601059,信达证券
1049,,sh601061,中信金属
1050,,sh601065,江盐集团
1051,,sh601066,中信建投
1052,,sh601068,中铝国际
1053,,sh601069,西部黄金
1054,,sh601077,渝农商行
1055,,sh601083,XD锦江航
1056,,sh601086,国芳集团
1057,,sh601088,中国神华
1058,,sh601089,XD福元医
1059,,sh601096,宏盛华源
1060,,sh601098,中南传媒
1061,,sh601099,太平洋
1062,,sh601100,恒立液压
1063,,sh601101,昊华能源
1064,,sh601106,中国一重
1065,,sh601107,四川成渝
1066,,sh601108,财通证券
1067,,sh601111,中国国航
1068,,sh601113,华鼎股份
1069,,sh601116,三江购物
1070,,sh601117,中国化学
1071,,sh601118,海南橡胶
1072,,sh601121,宝地矿业
1073,,sh601126,四方股份
1074,,sh601127,赛力斯
1075,,sh601128,常熟银行
1076,,sh601133,XD柏诚股
1077,,sh601136,首创证券
1078,,sh601137,博威合金
1079,,sh601138,工业富联
1080,,sh601139,深圳燃气
1081,,sh601155,新城控股
1082,,sh601156,东航物流
1083,,sh601158,重庆水务
1084,,sh601162,天风证券
1085,,sh601163,三角轮胎
1086,,sh601166,兴业银行
1087,,sh601168,西部矿业
1088,,sh601169,北京银行
1089,,sh601177,杭齿前进
1090,,sh601179,中国西电
1091,,sh601186,中国铁建
1092,,sh601187,XD厦门银
1093,,sh601188,龙江交通
1094,,sh601198,东兴证券
1095,,sh601199,江南水务
1096,,sh601200,上海环境
1097,,sh601208,东材科技
1098,,sh601211,国泰君安
1099,,sh601212,白银有色
1100,,sh601216,君正集团
1101,,sh601218,吉鑫科技
1102,,sh601222,林洋能源
1103,,sh601225,陕西煤业
1104,,sh601226,华电重工
1105,,sh601228,广州港
1106,,sh601229,上海银行
1107,,sh601231,环旭电子
1108,,sh601233,桐昆股份
1109,,sh601236,红塔证券
1110,,sh601238,广汽集团
1111,,sh601279,英利汽车
1112,,sh601288,农业银行
1113,,sh601298,青岛港
1114,,sh601311,骆驼股份
1115,,sh601318,中国平安
1116,,sh601319,中国人保
1117,,sh601326,秦港股份
1118,,sh601328,交通银行
1119,,sh601330,绿色动力
1120,,sh601333,广深铁路
1121,,sh601336,新华保险
1122,,sh601339,百隆东方
1123,,sh601360,三六零
1124,,sh601366,利群股份
1125,,sh601368,绿城水务
1126,,sh601369,陕鼓动力
1127,,sh601375,中原证券
1128,,sh601377,兴业证券
1129,,sh601388,怡球资源
1130,,sh601390,中国中铁
1131,,sh601398,工商银行
1132,,sh601399,国机重装
1133,,sh601456,国联证券
1134,,sh601500,通用股份
1135,,sh601512,中新集团
1136,,sh601515,东峰集团
1137,,sh601518,吉林高速
1138,,sh601519,大智慧
1139,,sh601528,瑞丰银行
1140,,sh601555,东吴证券
1141,,sh601566,九牧王
1142,,sh601567,三星医疗
1143,,sh601568,北元集团
1144,,sh601577,长沙银行
1145,,sh601579,会稽山
1146,,sh601588,北辰实业
1147,,sh601595,上海电影
1148,,sh601598,中国外运
1149,,sh601599,浙文影业
1150,,sh601600,中国铝业
1151,,sh601601,中国太保
1152,,sh601606,长城军工
1153,,sh601607,上海医药
1154,,sh601608,中信重工
1155,,sh601609,金田股份
1156,,sh601611,中国核建
1157,,sh601615,明阳智能
1158,,sh601616,广电电气
1159,,sh601618,中国中冶
1160,,sh601619,嘉泽新能
1161,,sh601628,中国人寿
1162,,sh601633,长城汽车
1163,,sh601636,旗滨集团
1164,,sh601658,邮储银行
1165,,sh601665,齐鲁银行
1166,,sh601666,平煤股份
1167,,sh601668,中国建筑
1168,,sh601669,中国电建
1169,,sh601677,明泰铝业
1170,,sh601678,滨化股份
1171,,sh601686,友发集团
1172,,sh601688,华泰证券
1173,,sh601689,拓普集团
1174,,sh601696,中银证券
1175,,sh601698,中国卫通
1176,,sh601699,潞安环能
1177,,sh601700,风范股份
1178,,sh601702,华峰铝业
1179,,sh601717,郑煤机
1180,,sh601718,际华集团
1181,,sh601727,上海电气
1182,,sh601728,中国电信
1183,,sh601766,中国中车
1184,,sh601777,力帆科技
1185,,sh601778,XD晶科科
1186,,sh601788,光大证券
1187,,sh601789,宁波建工
1188,,sh601798,蓝科高新
1189,,sh601799,星宇股份
1190,,sh601800,中国交建
1191,,sh601801,皖新传媒
1192,,sh601808,中海油服
1193,,sh601811,新华文轩
1194,,sh601816,京沪高铁
1195,,sh601818,光大银行
1196,,sh601825,沪农商行
1197,,sh601827,三峰环境
1198,,sh601828,美凯龙
1199,,sh601838,成都银行
1200,,sh601857,中国石油
1201,,sh601858,中国科传
1202,,sh601860,紫金银行
1203,,sh601865,福莱特
1204,,sh601866,中远海发
1205,,sh601868,中国能建
1206,,sh601869,长飞光纤
1207,,sh601872,招商轮船
1208,,sh601877,正泰电器
1209,,sh601878,浙商证券
1210,,sh601880,辽港股份
1211,,sh601881,中国银河
1212,,sh601882,海天精工
1213,,sh601886,江河集团
1214,,sh601888,XD中国中
1215,,sh601890,亚星锚链
1216,,sh601898,中煤能源
1217,,sh601899,紫金矿业
1218,,sh601900,南方传媒
1219,,sh601901,方正证券
1220,,sh601908,京运通
1221,,sh601916,浙商银行
1222,,sh601918,新集能源
1223,,sh601919,中远海控
1224,,sh601921,浙版传媒
1225,,sh601928,凤凰传媒
1226,,sh601929,吉视传媒
1227,,sh601933,永辉超市
1228,,sh601939,建设银行
1229,,sh601949,中国出版
1230,,sh601952,苏垦农发
1231,,sh601956,XD东贝集
1232,,sh601958,金钼股份
1233,,sh601963,重庆银行
1234,,sh601965,中国汽研
1235,,sh601966,XD玲珑轮
1236,,sh601968,宝钢包装
1237,,sh601969,海南矿业
1238,,sh601975,招商南油
1239,,sh601985,中国核电
1240,,sh601988,中国银行
1241,,sh601989,中国重工
1242,,sh601990,南京证券
1243,,sh601991,大唐发电
1244,,sh601992,金隅集团
1245,,sh601995,中金公司
1246,,sh601996,丰林集团
1247,,sh601997,贵阳银行
1248,,sh601998,中信银行
1249,,sh601999,出版传媒
1250,,sh603000,人民网
1251,,sh603001,ST奥康
1252,,sh603002,XD宏昌电
1253,,sh603003,*ST龙宇
1254,,sh603004,鼎龙科技
1255,,sh603005,晶方科技
1256,,sh603006,联明股份
1257,,sh603007,ST花王
1258,,sh603008,喜临门
1259,,sh603009,北特科技
1260,,sh603010,万盛股份
1261,,sh603011,合锻智能
1262,,sh603012,创力集团
1263,,sh603013,亚普股份
1264,,sh603015,弘讯科技
1265,,sh603016,新宏泰
1266,,sh603017,中衡设计
1267,,sh603018,华设集团
1268,,sh603019,中科曙光
1269,,sh603020,爱普股份
1270,,sh603021,山东华鹏
1271,,sh603022,新通联
1272,,sh603023,*ST威帝
1273,,sh603025,大豪科技
1274,,sh603026,石大胜华
1275,,sh603027,千禾味业
1276,,sh603028,赛福天
1277,,sh603029,天鹅股份
1278,,sh603030,ST全筑
1279,,sh603031,安孚科技
1280,,sh603032,德新科技
1281,,sh603033,三维股份
1282,,sh603035,常熟汽饰
1283,,sh603036,如通股份
1284,,sh603037,凯众股份
1285,,sh603038,华立股份
1286,,sh603039,泛微网络
1287,,sh603040,XD新坐标
1288,,sh603041,美思德
1289,,sh603042,华脉科技
1290,,sh603043,广州酒家
1291,,sh603045,福达合金
1292,,sh603048,浙江黎明
1293,,sh603050,科林电气
1294,,sh603051,鹿山新材
1295,,sh603052,可川科技
1296,,sh603053,成都燃气
1297,,sh603055,台华新材
1298,,sh603056,德邦股份
1299,,sh603057,紫燕食品
1300,,sh603058,永吉股份
1301,,sh603059,倍加洁
1302,,sh603060,国检集团
1303,,sh603061,金海通
1304,,sh603062,麦加芯彩
1305,,sh603063,禾望电气
1306,,sh603065,宿迁联盛
1307,,sh603066,音飞储存
1308,,sh603067,振华股份
1309,,sh603068,博通集成
1310,,sh603069,海汽集团
1311,,sh603070,万控智造
1312,,sh603071,物产环能
1313,,sh603073,彩蝶实业
1314,,sh603075,热威股份
1315,,sh603076,乐惠国际
1316,,sh603077,和邦生物
1317,,sh603078,江化微
1318,,sh603079,圣达生物
1319,,sh603080,新疆火炬
1320,,sh603081,大丰实业
1321,,sh603082,北自科技
1322,,sh603083,剑桥科技
1323,,sh603085,天成自控
1324,,sh603086,先达股份
1325,,sh603087,甘李药业
1326,,sh603088,宁波精达
1327,,sh603089,正裕工业
1328,,sh603090,宏盛股份
1329,,sh603093,南华期货
1330,,sh603095,越剑智能
1331,,sh603096,新经典
1332,,sh603097,江苏华辰
1333,,sh603098,森特股份
1334,,sh603099,长白山
1335,,sh603100,川仪股份
1336,,sh603101,汇嘉时代
1337,,sh603102,百合股份
1338,,sh603103,横店影视
1339,,sh603105,芯能科技
1340,,sh603106,恒银科技
1341,,sh603107,上海汽配
1342,,sh603108,润达医疗
1343,,sh603109,神驰机电
1344,,sh603110,东方材料
1345,,sh603111,康尼机电
1346,,sh603112,华翔股份
1347,,sh603113,金能科技
1348,,sh603115,海星股份
1349,,sh603116,红蜻蜓
1350,,sh603117,ST万林
1351,,sh603118,共进股份
1352,,sh603119,浙江荣泰
1353,,sh603121,华培动力
1354,,sh603122,合富中国
1355,,sh603123,翠微股份
1356,,sh603125,常青科技
1357,,sh603126,中材节能
1358,,sh603127,昭衍新药
1359,,sh603128,华贸物流
1360,,sh603129,春风动力
1361,,sh603130,云中马
1362,,sh603131,上海沪工
1363,,sh603132,金徽股份
1364,,sh603133,退市碳元
1365,,sh603135,中重科技
1366,,sh603136,天目湖
1367,,sh603137,恒尚节能
1368,,sh603138,海量数据
1369,,sh603139,康惠制药
1370,,sh603150,万朗磁塑
1371,,sh603151,邦基科技
1372,,sh603153,XD上海建
1373,,sh603155,新亚强
1374,,sh603156,养元饮品
1375,,sh603158,腾龙股份
1376,,sh603159,上海亚虹
1377,,sh603160,汇顶科技
1378,,sh603161,科华控股
1379,,sh603162,海通发展
1380,,sh603163,XD圣晖集
1381,,sh603165,荣晟环保
1382,,sh603166,福达股份
1383,,sh603167,渤海轮渡
1384,,sh603168,莎普爱思
1385,,sh603169,兰石重装
1386,,sh603170,宝立食品
1387,,sh603171,税友股份
1388,,sh603172,万丰股份
1389,,sh603173,福斯达
1390,,sh603176,汇通集团
1391,,sh603177,德创环保
1392,,sh603178,XD圣龙股
1393,,sh603179,新泉股份
1394,,sh603180,金牌厨柜
1395,,sh603181,XD皇马科
1396,,sh603182,嘉华股份
1397,,sh603183,建研院
1398,,sh603185,弘元绿能
1399,,sh603186,华正新材
1400,,sh603187,海容冷链
1401,,sh603188,亚邦股份
1402,,sh603189,网达软件
1403,,sh603190,亚通精工
1404,,sh603191,望变电气
1405,,sh603192,汇得科技
1406,,sh603193,润本股份
1407,,sh603195,公牛集团
1408,,sh603196,XD日播时
1409,,sh603197,保隆科技
1410,,sh603198,迎驾贡酒
1411,,sh603199,九华旅游
1412,,sh603200,上海洗霸
1413,,sh603201,常润股份
1414,,sh603203,快克智能
1415,,sh603206,嘉环科技
1416,,sh603208,江山欧派
1417,,sh603209,兴通股份
1418,,sh603211,晋拓股份
1419,,sh603212,赛伍技术
1420,,sh603213,镇洋发展
1421,,sh603214,爱婴室
1422,,sh603215,比依股份
1423,,sh603216,梦天家居
1424,,sh603217,元利科技
1425,,sh603218,日月股份
1426,,sh603219,富佳股份
1427,,sh603220,中贝通信
1428,,sh603221,爱丽家居
1429,,sh603222,济民医疗
1430,,sh603223,恒通股份
1431,,sh603225,新凤鸣
1432,,sh603226,菲林格尔
1433,,sh603227,雪峰科技
1434,,sh603228,景旺电子
1435,,sh603229,奥翔药业
1436,,sh603230,内蒙新华
1437,,sh603231,索宝蛋白
1438,,sh603232,格尔软件
1439,,sh603233,大参林
1440,,sh603235,天新药业
1441,,sh603236,移远通信
1442,,sh603237,五芳斋
1443,,sh603238,诺邦股份
1444,,sh603239,浙江仙通
1445,,sh603255,鼎际得
1446,,sh603256,宏和科技
1447,,sh603258,电魂网络
1448,,sh603259,药明康德
1449,,sh603260,合盛硅业
1450,,sh603261,立航科技
1451,,sh603266,天龙股份
1452,,sh603267,鸿远电子
1453,,sh603268,松发股份
1454,,sh603269,海鸥股份
1455,,sh603270,XD金帝股
1456,,sh603272,联翔股份
1457,,sh603273,天元智能
1458,,sh603275,众辰科技
1459,,sh603276,恒兴新材
1460,,sh603277,银都股份
1461,,sh603278,大业股份
1462,,sh603279,景津装备
1463,,sh603280,南方路机
1464,,sh603281,江瀚新材
1465,,sh603282,XD亚光股
1466,,sh603283,赛腾股份
1467,,sh603286,日盈电子
1468,,sh603288,海天味业
1469,,sh603289,泰瑞机器
1470,,sh603290,斯达半导
1471,,sh603291,XD联合水
1472,,sh603296,华勤技术
1473,,sh603297,永新光学
1474,,sh603298,杭叉集团
1475,,sh603299,苏盐井神
1476,,sh603300,华铁应急
1477,,sh603301,振德医疗
1478,,sh603303,得邦照明
1479,,sh603305,旭升集团
1480,,sh603306,华懋科技
1481,,sh603307,扬州金泉
1482,,sh603308,应流股份
1483,,sh603309,维力医疗
1484,,sh603311,金海高科
1485,,sh603312,西典新能
1486,,sh603313,梦百合
1487,,sh603315,福鞍股份
1488,,sh603316,诚邦股份
1489,,sh603317,XD天味食
1490,,sh603318,水发燃气
1491,,sh603319,湘油泵
1492,,sh603320,迪贝电气
1493,,sh603321,梅轮电梯
1494,,sh603322,超讯通信
1495,,sh603323,苏农银行
1496,,sh603324,盛剑环境
1497,,sh603325,博隆技术
1498,,sh603326,我乐家居
1499,,sh603327,福蓉科技
1500,,sh603328,依顿电子
1501,,sh603329,上海雅仕
1502,,sh603330,天洋新材
1503,,sh603331,百达精工
1504,,sh603332,苏州龙杰
1505,,sh603333,尚纬股份
1506,,sh603335,迪生力
1507,,sh603336,宏辉果蔬
1508,,sh603337,杰克股份
1509,,sh603338,浙江鼎力
1510,,sh603339,四方科技
1511,,sh603341,龙旗科技
1512,,sh603344,星德胜
1513,,sh603345,XD安井食
1514,,sh603348,文灿股份
1515,,sh603351,威尔药业
1516,,sh603353,和顺石油
1517,,sh603355,莱克电气
1518,,sh603356,华菱精工
1519,,sh603357,设计总院
1520,,sh603358,华达科技
1521,,sh603359,东珠生态
1522,,sh603360,百傲化学
1523,,sh603363,*ST傲农
1524,,sh603365,水星家纺
1525,,sh603366,XD日出东
1526,,sh603367,辰欣药业
1527,,sh603368,柳药集团
1528,,sh603369,今世缘
1529,,sh603373,安邦护卫
1530,,sh603375,盛景微
1531,,sh603377,ST东时
1532,,sh603378,亚士创能
1533,,sh603379,三美股份
1534,,sh603380,易德龙
1535,,sh603383,顶点软件
1536,,sh603385,惠达卫浴
1537,,sh603386,骏亚科技
1538,,sh603387,基蛋生物
1539,,sh603388,ST元成
1540,,sh603389,亚振家居
1541,,sh603390,通达电气
1542,,sh603392,万泰生物
1543,,sh603393,新天然气
1544,,sh603396,金辰股份
1545,,sh603398,沐邦高科
1546,,sh603399,吉翔股份
1547,,sh603408,建霖家居
1548,,sh603416,信捷电气
1549,,sh603421,鼎信通讯
1550,,sh603429,集友股份
1551,,sh603439,贵州三力
1552,,sh603444,吉比特
1553,,sh603456,九洲药业
1554,,sh603458,勘设股份
1555,,sh603466,风语筑
1556,,sh603477,巨星农牧
1557,,sh603486,科沃斯
1558,,sh603488,展鹏科技
1559,,sh603489,八方股份
1560,,sh603496,恒为科技
1561,,sh603499,翔港科技
1562,,sh603500,祥和实业
1563,,sh603501,韦尔股份
1564,,sh603505,金石资源
1565,,sh603506,南都物业
1566,,sh603507,振江股份
1567,,sh603508,思维列控
1568,,sh603511,爱慕股份
1569,,sh603515,欧普照明
1570,,sh603516,淳中科技
1571,,sh603517,绝味食品
1572,,sh603518,锦泓集团
1573,,sh603519,立霸股份
1574,,sh603520,司太立
1575,,sh603527,众源新材
1576,,sh603528,多伦科技
1577,,sh603529,爱玛科技
1578,,sh603530,神马电力
1579,,sh603533,掌阅科技
1580,,sh603535,嘉诚国际
1581,,sh603536,惠发食品
1582,,sh603538,美诺华
1583,,sh603551,奥普科技
1584,,sh603556,XD海兴电
1585,,sh603557,ST起步
1586,,sh603558,健盛集团
1587,,sh603559,*ST通脉
1588,,sh603565,中谷物流
1589,,sh603566,XD普莱柯
1590,,sh603567,珍宝岛
1591,,sh603568,伟明环保
1592,,sh603569,长久物流
1593,,sh603577,汇金通
1594,,sh603578,三星新材
1595,,sh603579,荣泰健康
1596,,sh603580,艾艾精工
1597,,sh603583,捷昌驱动
1598,,sh603585,苏利股份
1599,,sh603586,金麒麟
1600,,sh603587,地素时尚
1601,,sh603588,高能环境
1602,,sh603589,口子窖
1603,,sh603590,康辰药业
1604,,sh603595,东尼电子
1605,,sh603596,伯特利
1606,,sh603598,引力传媒
1607,,sh603599,广信股份
1608,,sh603600,永艺股份
1609,,sh603601,再升科技
1610,,sh603602,纵横通信
1611,,sh603605,珀莱雅
1612,,sh603606,东方电缆
1613,,sh603607,京华激光
1614,,sh603608,*ST天创
1615,,sh603609,禾丰股份
1616,,sh603610,麒盛科技
1617,,sh603611,诺力股份
1618,,sh603612,索通发展
1619,,sh603613,国联股份
1620,,sh603615,茶花股份
1621,,sh603616,韩建河山
1622,,sh603617,君禾股份
1623,,sh603618,杭电股份
1624,,sh603619,中曼石油
1625,,sh603626,XD科森科
1626,,sh603628,清源股份
1627,,sh603629,XD利通电
1628,,sh603630,拉芳家化
1629,,sh603633,徕木股份
1630,,sh603636,南威软件
1631,,sh603637,镇海股份
1632,,sh603638,艾迪精密
1633,,sh603639,海利尔
1634,,sh603648,畅联股份
1635,,sh603650,彤程新材
1636,,sh603655,朗博科技
1637,,sh603656,泰禾智能
1638,,sh603657,春光科技
1639,,sh603658,安图生物
1640,,sh603659,璞泰来
1641,,sh603660,苏州科达
1642,,sh603661,恒林股份
1643,,sh603662,柯力传感
1644,,sh603663,三祥新材
1645,,sh603665,康隆达
1646,,sh603666,亿嘉和
1647,,sh603667,五洲新春
1648,,sh603668,天马科技
1649,,sh603669,灵康药业
1650,,sh603676,卫信康
1651,,sh603677,奇精机械
1652,,sh603678,火炬电子
1653,,sh603679,华体科技
1654,,sh603680,今创集团
1655,,sh603681,永冠新材
1656,,sh603682,锦和商管
1657,,sh603683,晶华新材
1658,,sh603685,晨丰科技
1659,,sh603686,福龙马
1660,,sh603687,大胜达
1661,,sh603688,石英股份
1662,,sh603689,皖天然气
1663,,sh603690,至纯科技
1664,,sh603693,江苏新能
1665,,sh603696,安记食品
1666,,sh603697,有友食品
1667,,sh603698,航天工程
1668,,sh603699,纽威股份
1669,,sh603700,宁水集团
1670,,sh603701,德宏股份
1671,,sh603703,盛洋科技
1672,,sh603706,东方环宇
1673,,sh603707,健友股份
1674,,sh603708,家家悦
1675,,sh603709,中源家居
1676,,sh603711,香飘飘
1677,,sh603712,七一二
1678,,sh603713,密尔克卫
1679,,sh603716,塞力医疗
1680,,sh603717,天域生态
1681,,sh603718,海利生物
1682,,sh603719,良品铺子
1683,,sh603721,中广天择
1684,,sh603722,阿科力
1685,,sh603725,天安新材
1686,,sh603726,朗迪集团
1687,,sh603727,博迈科
1688,,sh603728,鸣志电器
1689,,sh603729,龙韵股份
1690,,sh603730,岱美股份
1691,,sh603733,仙鹤股份
1692,,sh603737,三棵树
1693,,sh603738,泰晶科技
1694,,sh603739,蔚蓝生物
1695,,sh603755,日辰股份
1696,,sh603757,大元泵业
1697,,sh603758,秦安股份
1698,,sh603759,海天股份
1699,,sh603766,XD隆鑫通
1700,,sh603767,中马传动
1701,,sh603768,常青股份
1702,,sh603773,沃格光电
1703,,sh603776,永安行
1704,,sh603777,来伊份
1705,,sh603778,国晟科技
1706,,sh603779,威龙股份
1707,,sh603786,科博达
1708,,sh603787,新日股份
1709,,sh603788,宁波高发
1710,,sh603789,星光农机
1711,,sh603790,雅运股份
1712,,sh603797,联泰环保
1713,,sh603798,康普顿
1714,,sh603799,华友钴业
1715,,sh603800,道森股份
1716,,sh603801,志邦家居
1717,,sh603803,瑞斯康达
1718,,sh603806,福斯特
1719,,sh603808,歌力思
1720,,sh603809,豪能股份
1721,,sh603810,丰山集团
1722,,sh603811,诚意药业
1723,,sh603813,原尚股份
1724,,sh603815,交建股份
1725,,sh603816,顾家家居
1726,,sh603817,海峡环保
1727,,sh603818,曲美家居
1728,,sh603819,神力股份
1729,,sh603822,嘉澳环保
1730,,sh603823,百合花
1731,,sh603825,华扬联众
1732,,sh603826,坤彩科技
1733,,sh603828,ST柯利达
1734,,sh603829,洛凯股份
1735,,sh603833,欧派家居
1736,,sh603836,海程邦达
1737,,sh603838,四通股份
1738,,sh603839,安正时尚
1739,,sh603843,正平股份
1740,,sh603848,好太太
1741,,sh603855,华荣股份
1742,,sh603856,东宏股份
1743,,sh603858,步长制药
1744,,sh603859,能科科技
1745,,sh603860,中公高科
1746,,sh603861,白云电器
1747,,sh603863,松炀资源
1748,,sh603866,桃李面包
1749,,sh603867,新化股份
1750,,sh603868,飞科电器
1751,,sh603869,ST智知
1752,,sh603871,嘉友国际
1753,,sh603876,鼎胜新材
1754,,sh603877,太平鸟
1755,,sh603878,武进不锈
1756,,sh603879,ST永悦
1757,,sh603880,ST南卫
1758,,sh603881,数据港
1759,,sh603882,金域医学
1760,,sh603883,老百姓
1761,,sh603885,吉祥航空
1762,,sh603886,元祖股份
1763,,sh603887,城地香江
1764,,sh603888,新华网
1765,,sh603889,新澳股份
1766,,sh603890,春秋电子
1767,,sh603893,瑞芯微
1768,,sh603895,天永智能
1769,,sh603896,寿仙谷
1770,,sh603897,长城科技
1771,,sh603898,好莱客
1772,,sh603899,晨光股份
1773,,sh603900,莱绅通灵
1774,,sh603901,永创智能
1775,,sh603903,中持股份
1776,,sh603906,龙蟠科技
1777,,sh603908,牧高笛
1778,,sh603909,建发合诚
1779,,sh603912,佳力图
1780,,sh603915,国茂股份
1781,,sh603916,苏博特
1782,,sh603917,合力科技
1783,,sh603918,金桥信息
1784,,sh603919,金徽酒
1785,,sh603920,世运电路
1786,,sh603922,金鸿顺
1787,,sh603926,铁流股份
1788,,sh603927,中科软
1789,,sh603928,兴业股份
1790,,sh603929,亚翔集成
1791,,sh603931,格林达
1792,,sh603933,睿能科技
1793,,sh603936,博敏电子
1794,,sh603937,丽岛新材
1795,,sh603938,三孚股份
1796,,sh603939,益丰药房
1797,,sh603948,建业股份
1798,,sh603949,雪龙集团
1799,,sh603950,长源东谷
1800,,sh603955,大千生态
1801,,sh603956,威派格
1802,,sh603958,哈森股份
1803,,sh603959,ST百利
1804,,sh603960,克来机电
1805,,sh603963,*ST大药
1806,,sh603966,法兰泰克
1807,,sh603967,中创物流
1808,,sh603968,醋化股份
1809,,sh603969,银龙股份
1810,,sh603970,中农立华
1811,,sh603976,正川股份
1812,,sh603977,国泰集团
1813,,sh603978,深圳新星
1814,,sh603979,金诚信
1815,,sh603980,吉华集团
1816,,sh603982,泉峰汽车
1817,,sh603983,丸美股份
1818,,sh603985,恒润股份
1819,,sh603986,兆易创新
1820,,sh603987,XD康德莱
1821,,sh603988,中电电机
1822,,sh603989,艾华集团
1823,,sh603990,麦迪科技
1824,,sh603991,至正股份
1825,,sh603992,松霖科技
1826,,sh603993,洛阳钼业
1827,,sh603995,甬金股份
1828,,sh603997,继峰股份
1829,,sh603998,方盛制药
1830,,sh603999,读者传媒
1831,,sh605001,威奥股份
1832,,sh605003,众望布艺
1833,,sh605005,合兴股份
1834,,sh605006,山东玻纤
1835,,sh605007,五洲特纸
1836,,sh605008,XD长鸿高
1837,,sh605009,豪悦护理
1838,,sh605011,杭州热电
1839,,sh605016,百龙创园
1840,,sh605018,长华集团
1841,,sh605020,永和股份
1842,,sh605028,世茂能源
1843,,sh605033,美邦股份
1844,,sh605050,福然德
1845,,sh605055,迎丰股份
1846,,sh605056,XD咸亨国
1847,,sh605058,澳弘电子
1848,,sh605060,联德股份
1849,,sh605066,天正电气
1850,,sh605068,明新旭腾
1851,,sh605069,正和生态
1852,,sh605077,华康股份
1853,,sh605080,浙江自然
1854,,sh605081,太和水
1855,,sh605086,DR龙高股
1856,,sh605088,冠盛股份
1857,,sh605089,XD味知香
1858,,sh605090,九丰能源
1859,,sh605098,行动教育
1860,,sh605099,共创草坪
1861,,sh605100,华丰股份
1862,,sh605108,同庆楼
1863,,sh605111,DR新洁能
1864,,sh605116,奥锐特
1865,,sh605117,德业股份
1866,,sh605118,力鼎光电
1867,,sh605122,四方新材
1868,,sh605123,派克新材
1869,,sh605128,上海沿浦
1870,,sh605133,嵘泰股份
1871,,sh605136,丽人丽妆
1872,,sh605138,盛泰集团
1873,,sh605151,西上海
1874,,sh605155,西大门
1875,,sh605158,华达新材
1876,,sh605162,新中港
1877,,sh605166,聚合顺
1878,,sh605167,利柏特
1879,,sh605168,三人行
1880,,sh605169,洪通燃气
1881,,sh605177,东亚药业
1882,,sh605178,时空科技
1883,,sh605179,一鸣食品
1884,,sh605180,华生科技
1885,,sh605183,确成股份
1886,,sh605186,健麾信息
1887,,sh605188,国光连锁
1888,,sh605189,富春染织
1889,,sh605196,华通线缆
1890,,sh605198,安德利
1891,,sh605199,葫芦娃
1892,,sh605208,永茂泰
1893,,sh605218,伟时电子
1894,,sh605222,起帆电缆
1895,,sh605228,神通科技
1896,,sh605255,天普股份
1897,,sh605258,协和电子
1898,,sh605259,绿田机械
1899,,sh605266,健之佳
1900,,sh605268,王力安防
1901,,sh605277,新亚电子
1902,,sh605286,同力日升
1903,,sh605287,德才股份
1904,,sh605288,XD凯迪股
1905,,sh605289,罗曼股份
1906,,sh605296,神农集团
1907,,sh605298,必得科技
1908,,sh605299,舒华体育
1909,,sh605300,佳禾食品
1910,,sh605303,园林股份
1911,,sh605305,中际联合
1912,,sh605318,法狮龙
1913,,sh605319,无锡振华
1914,,sh605333,沪光股份
1915,,sh605336,帅丰电器
1916,,sh605337,李子园
1917,,sh605338,巴比食品
1918,,sh605339,南侨食品
1919,,sh605358,立昂微
1920,,sh605365,立达信
1921,,sh605366,宏柏新材
1922,,sh605368,蓝天燃气
1923,,sh605369,拱东医疗
1924,,sh605376,博迁新材
1925,,sh605377,DR华旺科
1926,,sh605378,野马电池
1927,,sh605388,均瑶健康
1928,,sh605389,长龄液压
1929,,sh605398,新炬网络
1930,,sh605399,晨光新材
1931,,sh605488,福莱新材
1932,,sh605499,东鹏饮料
1933,,sh605500,森林包装
1934,,sh605507,XD国邦医
1935,,sh605555,德昌股份
1936,,sh605566,福莱蒽特
1937,,sh605567,春雪食品
1938,,sh605577,龙版传媒
1939,,sh605580,恒盛能源
1940,,sh605588,冠石科技
